x_c,y_c,z_c,theta_neck_pan_cmd_tminus1,theta_lower_tilt_cmd_tminus1,theta_upper_tilt_cmd_tminus1,theta_right_pan_cmd_tminus1,theta_tilt_cmd_tminus1
-0.16709078959346602,-0.19865010317236956,1.0058387290756947,0.0,0.0,0.0,-6,0
-0.10778709537774922,-0.2000120703785585,1.0059175646417453,0.0,0.0,0.0,-4,0
-0.05873399880719821,-0.2015561849977726,1.0059883696927208,0.0,0.0,0.0,-2,0
-0.010655060639112812,-0.20259930207235916,1.0060514652325978,0.0,0.0,0.0,0,0
0.054158832714014116,-0.20350937933273525,1.0061298736144115,0.0,0.0,0.0,2,0
0.11081343065613214,-0.20482601800721004,1.0062053954670405,0.0,0.0,0.0,4,0
0.16709517970754417,-0.20684484734748243,1.0062899471567432,0.0,0.0,0.0,6,0
0.22538109678900775,-0.20825296386868913,1.0063683614888044,0.0,0.0,0.0,8,0
0.2820443120146241,-0.20935971216850213,1.006441079203624,0.0,0.0,0.0,10,0
0.3353820280703237,-0.2103285264568183,1.0065085511215899,0.0,0.0,0.0,12,0
0.4038403769036263,-0.2118740610647104,1.0065991989190113,0.0,0.0,0.0,14,0
-0.43984583911891917,-0.19064447427180098,1.0054528011523303,0.0,0.0,0.0,-14,0
-0.35495845443088525,-0.19354899021551064,1.0055784452725873,0.0,0.0,0.0,-12,0
-0.28806789197357896,-0.19509364344523986,1.0056674796629956,0.0,0.0,0.0,-10,0
-0.22630594153578454,-0.19747181483680956,1.0057624456168595,0.0,0.0,0.0,-8,0
-0.16687190480620107,-0.1987607204801637,1.0058404351685633,0.0,0.0,0.0,-6,0
-0.10863982093104996,-0.20001428896421236,1.0059167232610164,0.0,0.0,0.0,-4,0
-0.058824286735632225,-0.20155409391432869,1.005988249433181,0.0,0.0,0.0,-2,0
-0.009674663049182963,-0.20254906974528256,1.0060517935606383,0.0,0.0,0.0,0,0
0.05436409788490737,-0.20357894534278245,1.0061310156264043,0.0,0.0,0.0,2,0
0.10981490436931929,-0.20490278820902252,1.0062054042787156,0.0,0.0,0.0,4,0
0.16715785426932794,-0.20686837283164833,1.0062903264702787,0.0,0.0,0.0,6,0
0.22659883174280138,-0.20825311462289467,1.0063696075039417,0.0,0.0,0.0,8,0
0.2816256449594774,-0.20947514124231922,1.0064421984832579,0.0,0.0,0.0,10,0
0.33554323980913936,-0.21031979562549352,1.0065085987995803,0.0,0.0,0.0,12,0
0.40328239035359337,-0.21197106563703938,1.0065999289505003,0.0,0.0,0.0,14,0
-0.44070891172197635,-0.19048177380592923,1.0054497389640584,0.0,0.0,0.0,-14,0
-0.3527132826672622,-0.19350222884222607,1.0055801121665187,0.0,0.0,0.0,-12,0
-0.28512865936342546,-0.19560194679700993,1.0056772945361265,0.0,0.0,0.0,-10,0
-0.22614840777962464,-0.19754624967402684,1.0057636041199285,0.0,0.0,0.0,-8,0
-0.1682702286570178,-0.19869653585281655,1.0058381464912758,0.0,0.0,0.0,-6,0
-0.10787446902167719,-0.1998952799443708,1.0059159101640365,0.0,0.0,0.0,-4,0
-0.059815027515934927,-0.20137885520524157,1.0059848887866931,0.0,0.0,0.0,-2,0
-0.00931005565840659,-0.20282699261184262,1.00605589073976,0.0,0.0,0.0,0,0
0.053453014547727884,-0.20331871298086607,1.006126597274194,0.0,0.0,0.0,2,0
0.10911799044120607,-0.20464493145754994,1.006201236552179,0.0,0.0,0.0,4,0
0.1672998516855937,-0.206696471240465,1.0062881677127589,0.0,0.0,0.0,6,0
0.22478778031457325,-0.20828334527826908,1.0063681625480083,0.0,0.0,0.0,8,0
0.2820758159874819,-0.20950589508435336,1.0064430705235188,0.0,0.0,0.0,10,0
0.3352739704694436,-0.2104728489995114,1.0065103749377091,0.0,0.0,0.0,12,0
