x_c,y_c,z_c,cmd_theta_lower_neck_pan,cmd_theta_lower_neck_tilt,cmd_theta_upper_neck_tilt,cmd_theta_right_eye,cmd_theta_tilt,state_theta_lower_neck_pan,state_theta_left_lower_neck_tilt,state_theta_right_lower_neck_tilt,state_theta_left_upper_neck_tilt,state_theta_right_upper_neck_tilt,state_theta_right_eye,state_theta_tilt
-0.7765464048445361,-0.36079854182591825,1.0512381871953198,-15,0,0,-14,20,-14.677734375,0.703125,-0.703125,-0.087890625,0.087890625,-14.23828125,20.126953125
-0.656807870494143,-0.356015269107917,1.0477656188917956,-15,0,0,-12,20,-14.677734375,0.703125,-0.703125,-0.087890625,0.087890625,-12.12890625,20.126953125
-0.5639347105358768,-0.3523658982349495,1.0451498860579325,-15,0,0,-10,20,-14.677734375,0.703125,-0.703125,-0.087890625,0.087890625,-10.107421875,20.126953125
-0.49388860667870743,-0.34960788884148425,1.0431321508334594,-15,0,0,-8,20,-14.677734375,0.703125,-0.703125,-0.087890625,0.087890625,-8.0859375,20.126953125
-0.419704087937134,-0.3464712086840323,1.0409437674683475,-15,0,0,-6,20,-14.677734375,0.703125,-0.703125,-0.087890625,0.087890625,-6.15234375,20.126953125
-0.35175278624712225,-0.34446706350735584,1.0390816159139793,-15,0,0,-4,20,-14.677734375,0.703125,-0.703125,-0.087890625,0.087890625,-4.130859375,20.126953125
-0.2952042304126362,-0.3419061118279462,1.0374143498418051,-15,0,0,-2,20,-14.677734375,0.703125,-0.703125,-0.087890625,0.087890625,-2.021484375,20.126953125
-0.23713850227276845,-0.33870006989647267,1.0357341321913505,-15,0,0,0,20,-14.677734375,0.703125,-0.703125,-0.087890625,0.087890625,-0.17578125,20.126953125
-0.16704592182544942,-0.33624253797786535,1.033641046896823,-15,0,0,2,20,-14.677734375,0.703125,-0.703125,-0.087890625,0.087890625,1.845703125,20.126953125
-0.10789962231446604,-0.33404862975086275,1.0320181256915764,-15,0,0,4,20,-14.677734375,0.703125,-0.703125,-0.087890625,0.087890625,3.8671875,20.126953125
-0.04994146155286361,-0.33096835936022373,1.0303328508272958,-15,0,0,6,20,-14.677734375,0.703125,-0.703125,-0.087890625,0.087890625,5.80078125,20.126953125
0.011297534894137207,-0.32880016592817823,1.0286268865309602,-15,0,0,8,20,-14.677734375,0.703125,-0.703125,-0.087890625,0.087890625,7.822265625,20.126953125
0.07027748588519167,-0.32634973471447104,1.0268955387276082,-15,0,0,10,20,-14.677734375,0.703125,-0.703125,-0.087890625,0.087890625,9.755859375,20.126953125
0.11912045556874906,-0.32314976196970924,1.0254806551704658,-15,0,0,12,20,-14.677734375,0.703125,-0.703125,-0.087890625,0.087890625,11.513671875,20.126953125
0.1826086975765865,-0.31993020475342115,1.0237389899041527,-15,0,0,14,20,-14.677734375,0.703125,-0.703125,-0.087890625,0.087890625,13.53515625,20.126953125
-0.7814351093209961,-0.3282516915379493,1.0514038360279683,-15,0,0,-14,15,-14.677734375,0.703125,-0.703125,-0.087890625,0.087890625,-14.150390625,15.1171875
-0.6584383273317507,-0.3245393280424417,1.0479286658789615,-15,0,0,-12,15,-14.677734375,0.703125,-0.703125,-0.087890625,0.087890625,-12.041015625,15.1171875
-0.5670736576943209,-0.3219506825407458,1.0451943353320887,-15,0,0,-10,15,-14.677734375,0.703125,-0.703125,-0.087890625,0.087890625,-10.107421875,15.205078125
