x_c,y_c,z_c,cmd_theta_lower_neck_pan,cmd_theta_lower_neck_tilt,cmd_theta_upper_neck_tilt,cmd_theta_left_eye,cmd_theta_tilt,state_theta_lower_neck_pan,state_theta_left_lower_neck_tilt,state_theta_right_lower_neck_tilt,state_theta_left_upper_neck_tilt,state_theta_right_upper_neck_tilt,state_theta_left_eye,state_theta_tilt
-0.7353860021877374,-0.3729846556200782,1.0499584838656149,-20,0,0,-14,20,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,-13.974609375,20.126953125
-0.6424934823367833,-0.365649553973496,1.0473791143422928,-20,0,0,-12,20,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,-11.953125,20.126953125
-0.565553640590112,-0.3601153111953193,1.0449986945846121,-20,0,0,-10,20,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,-9.931640625,20.126953125
-0.5045008074384776,-0.355936165576116,1.043409030844058,-20,0,0,-8,20,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,-7.998046875,20.126953125
-0.4351422859806218,-0.34999199062150566,1.0413045811409642,-20,0,0,-6,20,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,-6.15234375,20.126953125
-0.37182721807889874,-0.34634174035571114,1.0395583468271483,-20,0,0,-4,20,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,-4.21875,20.126953125
-0.315439350421007,-0.34205434269275037,1.0379251283044042,-20,0,0,-2,20,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,-2.197265625,20.126953125
-0.2652354170615555,-0.33829809879981765,1.036633454431928,-20,0,0,0,20,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,-0.263671875,20.126953125
-0.200861201138528,-0.33280277729393765,1.0346231467713711,-20,0,0,2,20,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,1.7578125,20.126953125
-0.1487179850799557,-0.32944186712744955,1.0331577908036285,-20,0,0,4,20,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,3.69140625,20.126953125
-0.09176150665791516,-0.3252101270246764,1.0315339181958079,-20,0,0,6,20,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,5.625,20.126953125
-0.036749409949491385,-0.320967307024286,1.029874272796354,-20,0,0,8,20,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,7.646484375,20.126953125
0.018238165310401677,-0.3163780556681229,1.0282146946535509,-20,0,0,10,20,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,9.580078125,20.126953125
0.06853958018307793,-0.3132064905825519,1.02680350217618,-20,0,0,12,20,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,11.42578125,20.126953125
0.1277962544109581,-0.30836448982913195,1.0251569410650938,-20,0,0,14,20,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,13.359375,20.126953125
-0.7360875168176766,-0.3397482953636858,1.0499839074523898,-20,0,0,-14,15,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,-14.0625,15.205078125
-0.6377247939732901,-0.3327681241031471,1.0471872857231652,-20,0,0,-12,15,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,-11.953125,15.1171875
-0.5626500920585991,-0.32846941920378103,1.045069376289216,-20,0,0,-10,15,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,-9.931640625,15.1171875
-0.4970660914361243,-0.32389648021459244,1.04325095672365,-20,0,0,-8,15,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,-8.173828125,15.1171875
-0.4362159475298895,-0.32044315624067826,1.0413988975637658,-20,0,0,-6,15,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,-6.15234375,15.1171875
-0.37274273445662875,-0.31705878212907596,1.039638852557375,-20,0,0,-4,15,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,-4.04296875,15.205078125
-0.31491904008609495,-0.3132061492562313,1.0380395339757946,-20,0,0,-2,15,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,-2.109375,15.1171875
-0.264721108607068,-0.31001947892124593,1.036657681273325,-20,0,0,0,15,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,-0.263671875,15.1171875
-0.20163168449048918,-0.3053300735005952,1.0348827439163866,-20,0,0,2,15,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,1.7578125,15.1171875
-0.14890164038749543,-0.30217820229849685,1.0332065594885365,-20,0,0,4,15,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,3.69140625,15.205078125
-0.09238929608587165,-0.2983828326179871,1.031566811930185,-20,0,0,6,15,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,5.625,15.1171875
-0.03703360107795883,-0.2945067494044222,1.0300211970059914,-20,0,0,8,15,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,7.646484375,15.205078125
0.018535439482166627,-0.2905508349350152,1.028469633544929,-20,0,0,10,15,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,9.580078125,15.205078125
0.0655762645819209,-0.2879569024782425,1.0270858014520983,-20,0,0,12,15,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,11.337890625,15.1171875
0.1257490278631943,-0.28339353309094195,1.0253871819161833,-20,0,0,14,15,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,13.359375,15.205078125
-0.7370696101941603,-0.30337993427481,1.050137062058679,-20,0,0,-14,10,-19.599609375,0.703125,-0.703125,-0.087890625,0.087890625,-13.974609375,10.1953125
