x_c,y_c,z_c,cmd_theta_lower_neck_pan,cmd_theta_lower_neck_tilt,cmd_theta_upper_neck_tilt,cmd_theta_left_eye,cmd_theta_tilt,state_theta_lower_neck_pan,state_theta_left_lower_neck_tilt,state_theta_right_lower_neck_tilt,state_theta_left_upper_neck_tilt,state_theta_right_upper_neck_tilt,state_theta_left_eye,state_theta_tilt
-100.0,-100.0,-100.0,-25,0,0,-14,20,-24.43359375,0.703125,-0.703125,-0.087890625,0.087890625,-13.974609375,20.126953125
-0.7723988853787058,-0.3827163290566886,1.050874532290282,-25,0,0,-12,20,-24.43359375,0.703125,-0.703125,-0.087890625,0.087890625,-11.953125,20.126953125
-0.6906314398074376,-0.3749381053023886,1.0486098912772288,-25,0,0,-10,20,-24.43359375,0.703125,-0.703125,-0.087890625,0.087890625,-9.931640625,20.126953125
-0.6238507129385114,-0.3691119542160536,1.0467059416928695,-25,0,0,-8,20,-24.43359375,0.703125,-0.703125,-0.087890625,0.087890625,-7.998046875,20.126953125
-0.5500341017660715,-0.36156828732029905,1.0446606607480753,-25,0,0,-6,20,-24.43359375,0.703125,-0.703125,-0.087890625,0.087890625,-6.15234375,20.126953125
-0.47749015341929374,-0.35516161196655827,1.0425152669232356,-25,0,0,-4,20,-24.43359375,0.703125,-0.703125,-0.087890625,0.087890625,-4.04296875,20.126953125
-0.4154883139026492,-0.34917941404646136,1.0406487338402057,-25,0,0,-2,20,-24.43359375,0.703125,-0.703125,-0.087890625,0.087890625,-2.109375,20.126953125
-0.3645223437646422,-0.3443720486205076,1.0393180982234145,-25,0,0,0,20,-24.43359375,0.703125,-0.703125,-0.087890625,0.087890625,-0.263671875,20.126953125
-0.2967375100349574,-0.33698414442237445,1.0372894381678226,-25,0,0,2,20,-24.43359375,0.703125,-0.703125,-0.087890625,0.087890625,1.7578125,20.126953125
-0.24282808911084663,-0.3321901443641884,1.035739836182847,-25,0,0,4,20,-24.43359375,0.703125,-0.703125,-0.087890625,0.087890625,3.69140625,20.126953125
-0.18440018894702093,-0.32597865363180406,1.0341856115558439,-25,0,0,6,20,-24.43359375,0.703125,-0.703125,-0.087890625,0.087890625,5.625,20.126953125
-0.1279289473127342,-0.3208997806997856,1.0324445681696726,-25,0,0,8,20,-24.43359375,0.703125,-0.703125,-0.087890625,0.087890625,7.646484375,20.126953125
