x_c,y_c,z_c,cmd_theta_lower_neck_pan,cmd_theta_lower_neck_tilt,cmd_theta_upper_neck_tilt,cmd_theta_right_eye,cmd_theta_tilt,state_theta_lower_neck_pan,state_theta_left_lower_neck_tilt,state_theta_right_lower_neck_tilt,state_theta_left_upper_neck_tilt,state_theta_right_upper_neck_tilt,state_theta_right_eye,state_theta_tilt
0.028856248319682143,-0.31314370137306813,1.0305961943227617,25,0,0,-14,20,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-14.23828125,20.126953125
0.10435614436639884,-0.32279376382556435,1.0284293360561527,25,0,0,-12,20,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-12.041015625,20.126953125
0.16832883738123294,-0.3314008570183817,1.0267148630896843,25,0,0,-10,20,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-10.107421875,20.126953125
0.22255916343808269,-0.3389433508462789,1.0250638232924572,25,0,0,-8,20,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-8.0859375,20.126953125
0.28235572255182284,-0.34706223120861646,1.0233604473581939,25,0,0,-6,20,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-6.240234375,20.126953125
0.3427556944276625,-0.3559211207224625,1.0217725529442028,25,0,0,-4,20,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-4.130859375,20.126953125
0.39522957909626477,-0.36279459787998386,1.020269323030218,25,0,0,-2,20,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-1.93359375,20.126953125
0.4510100348619075,-0.3699444373478638,1.0188252680522627,25,0,0,0,20,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-0.17578125,20.126953125
0.527832276939867,-0.38034670001929805,1.016543474662362,25,0,0,2,20,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,1.7578125,20.126953125
0.5942629153702232,-0.3892447230559959,1.014699318824708,25,0,0,4,20,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,3.8671875,20.126953125
0.6643373313112723,-0.39838046699457685,1.0126164126085404,25,0,0,6,20,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,5.80078125,20.126953125
0.7456967199096407,-0.40873671172041215,1.0105039678526526,25,0,0,8,20,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,7.822265625,20.126953125
0.8278074343028711,-0.4197110610094264,1.0081831235495933,25,0,0,10,20,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,9.755859375,20.126953125
0.9053289979084812,-0.42874662387833423,1.0060404726825516,25,0,0,12,20,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,11.513671875,20.126953125
-100.0,-100.0,-100.0,25,0,0,14,20,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,13.53515625,20.126953125
0.029435981502198172,-0.2875701548766316,1.0304859874334698,25,0,0,-14,15,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-14.150390625,15.1171875
0.10447612386738991,-0.29648873310532914,1.0284330524707006,25,0,0,-12,15,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-12.12890625,15.1171875
0.17136809458902758,-0.3049792253045861,1.0265498992562947,25,0,0,-10,15,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-10.107421875,15.1171875
0.23013307554534368,-0.3124609576400447,1.0249622859217782,25,0,0,-8,15,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-8.173828125,15.1171875
0.2842247280283703,-0.31960841178004373,1.0234591247042664,25,0,0,-6,15,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-6.15234375,15.1171875
0.34572826895596254,-0.3278937121593641,1.0217043342768906,25,0,0,-4,15,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-4.04296875,15.1171875
0.40005426964959245,-0.3349341565323741,1.0201008848500317,25,0,0,-2,15,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-2.021484375,15.1171875
0.4542847828863429,-0.3414973185563673,1.018594907579027,25,0,0,0,15,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-0.17578125,15.1171875
0.5302285843171631,-0.35089946890834267,1.0164183201514605,25,0,0,2,15,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,1.7578125,15.1171875
0.5961569277224489,-0.3592637594276406,1.0144972032852024,25,0,0,4,15,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,3.8671875,15.205078125
0.6699242365269116,-0.36850654994993093,1.0124366300541972,25,0,0,6,15,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,5.888671875,15.1171875
0.7496408589162832,-0.37806736817689096,1.0101612950940606,25,0,0,8,15,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,7.822265625,15.205078125
0.8316897054563053,-0.3881936413397166,1.0080607055067654,25,0,0,10,15,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,9.755859375,15.1171875
0.9096465646745572,-0.39667425225068287,1.0059463578194316,25,0,0,12,15,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,11.513671875,15.1171875
-100.0,-100.0,-100.0,25,0,0,14,15,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,13.53515625,15.205078125
0.030477236336513003,-0.2598245917011092,1.0305351846881758,25,0,0,-14,10,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-14.23828125,10.1953125
0.10595902574122129,-0.2683999503379048,1.028309304012459,25,0,0,-12,10,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-12.12890625,10.1953125
0.17470308790542188,-0.275903033333659,1.0264580936764895,25,0,0,-10,10,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-10.107421875,10.1953125
0.23078808590305133,-0.2828317079352634,1.0248528257180156,25,0,0,-8,10,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-8.0859375,10.1953125
0.2887254463331017,-0.28966199885530947,1.023175864334898,25,0,0,-6,10,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-6.064453125,10.1953125
0.35234950690039013,-0.297564319158809,1.0213839552224815,25,0,0,-4,10,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-4.130859375,10.1953125
0.40480173254210405,-0.3036240493043705,1.019801331538553,25,0,0,-2,10,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-2.109375,10.1953125
0.45939494097517475,-0.3097923921279874,1.0184392526295352,25,0,0,0,10,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-0.17578125,10.1953125
0.5326148970867409,-0.31751862325265856,1.016375933771368,25,0,0,2,10,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,1.7578125,10.1953125
0.5997177343515059,-0.3253184539528667,1.0145401339343447,25,0,0,4,10,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,3.8671875,10.1953125
0.6695948586696674,-0.3329859857543691,1.0125904365051412,25,0,0,6,10,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,5.80078125,10.1953125
0.7500340075304573,-0.34181859272697873,1.0103100463791719,25,0,0,8,10,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,7.822265625,10.1953125
0.8356732070396093,-0.35148670921888653,1.0076590215457637,25,0,0,10,10,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,9.755859375,10.107421875
0.9134508145340168,-0.3592633917554781,1.0056712685282103,25,0,0,12,10,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,11.513671875,10.1953125
-100.0,-100.0,-100.0,25,0,0,14,10,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,13.53515625,10.1953125
0.03412801789739628,-0.23037635280993238,1.03034890151232,25,0,0,-14,5,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-14.150390625,5.185546875
0.10998454138335023,-0.23815805712213706,1.0282050751601484,25,0,0,-12,5,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-12.041015625,5.185546875
0.17694657070837483,-0.24480887170749283,1.0262632419868556,25,0,0,-10,5,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-10.107421875,5.185546875
0.23442189003722247,-0.2510446863963725,1.0246784748521618,25,0,0,-8,5,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-8.173828125,5.185546875
0.2930541396123295,-0.2573021079716723,1.0230646677443065,25,0,0,-6,5,23.291015625,0.615234375,-0.791015625,-0.087890625,0.087890625,-6.15234375,5.185546875
