x_c,y_c,z_c,cmd_theta_lower_neck_pan,cmd_theta_lower_neck_tilt,cmd_theta_upper_neck_tilt,cmd_theta_left_eye,cmd_theta_tilt,state_theta_lower_neck_pan,state_theta_left_lower_neck_tilt,state_theta_right_lower_neck_tilt,state_theta_left_upper_neck_tilt,state_theta_right_upper_neck_tilt,state_theta_left_eye,state_theta_tilt
-0.2970617465652289,-0.3294012719069992,1.0380841796602631,0,0,0,-14,20,-0.439453125,0.703125,-0.703125,-0.087890625,0.087890625,-13.974609375,20.126953125
-0.22573950421422417,-0.3301238527414538,1.0360505210547595,0,0,0,-12,20,-0.439453125,0.703125,-0.703125,-0.087890625,0.087890625,-11.953125,20.126953125
-0.1656358534415927,-0.3312566269552382,1.034279422065461,0,0,0,-10,20,-0.439453125,0.703125,-0.703125,-0.087890625,0.087890625,-9.931640625,20.126953125
-0.11686968167663925,-0.331983446240787,1.0329051316969433,0,0,0,-8,20,-0.439453125,0.703125,-0.703125,-0.087890625,0.087890625,-7.998046875,20.126953125
-0.06245589036569932,-0.33289065383897637,1.031300332669489,0,0,0,-6,20,-0.439453125,0.703125,-0.703125,-0.087890625,0.087890625,-6.15234375,20.126953125
-0.008697063937945781,-0.33478145356383054,1.0298953114439189,0,0,0,-4,20,-0.439453125,0.703125,-0.703125,-0.087890625,0.087890625,-4.04296875,20.126953125
0.042290581310647,-0.3353037090329154,1.0282326972082954,0,0,0,-2,20,-0.439453125,0.703125,-0.703125,-0.087890625,0.087890625,-2.109375,20.126953125
0.08913996141912439,-0.33590572415285386,1.0269899842257324,0,0,0,0,20,-0.439453125,0.703125,-0.703125,-0.087890625,0.087890625,-0.263671875,20.126953125
0.1507255920069671,-0.33616929178369603,1.0250798199442024,0,0,0,2,20,-0.439453125,0.703125,-0.703125,-0.087890625,0.087890625,1.7578125,20.126953125
0.203217273180046,-0.33734435790535283,1.0237297284372713,0,0,0,4,20,-0.439453125,0.703125,-0.703125,-0.087890625,0.087890625,3.69140625,20.126953125
0.259349767268926,-0.3380113898934885,1.0220758465962365,0,0,0,6,20,-0.439453125,0.703125,-0.703125,-0.087890625,0.087890625,5.712890625,20.126953125
