x_c,y_c,z_c,cmd_theta_lower_neck_pan,cmd_theta_lower_neck_tilt,cmd_theta_upper_neck_tilt,cmd_theta_right_eye,cmd_theta_tilt,state_theta_lower_neck_pan,state_theta_left_lower_neck_tilt,state_theta_right_lower_neck_tilt,state_theta_left_upper_neck_tilt,state_theta_right_upper_neck_tilt,state_theta_right_eye,state_theta_tilt
0.19642275765751782,-0.3214720470004209,1.0260922023724754,35,0,0,-14,20,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-14.150390625,20.126953125
0.26984804969234266,-0.334114781566725,1.0239572519856253,35,0,0,-12,20,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-12.041015625,20.126953125
0.3393347537821717,-0.34647576329451946,1.021968284274661,35,0,0,-10,20,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-10.107421875,20.126953125
0.39895797041907133,-0.35672768761607976,1.0203656212699166,35,0,0,-8,20,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-8.173828125,20.126953125
0.4612495584650901,-0.3680519080345229,1.0186705054393783,35,0,0,-6,20,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-6.15234375,20.126953125
0.5262721542945306,-0.38002557701085804,1.0166268823756714,35,0,0,-4,20,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-4.130859375,20.126953125
0.5844997308612044,-0.3900226370269108,1.0150361350775088,35,0,0,-2,20,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-2.021484375,20.126953125
0.6488292709525065,-0.40078190993590673,1.0132944126555146,35,0,0,0,20,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-0.17578125,20.0390625
0.7359260880114811,-0.41591428678262304,1.0108304262520764,35,0,0,2,20,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,1.7578125,20.126953125
0.815009549120531,-0.4299649843214288,1.0084885684508171,35,0,0,4,20,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,3.8671875,20.126953125
0.9012735147994453,-0.4448620591603613,1.00608635190716,35,0,0,6,20,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,5.888671875,20.126953125
-100.0,-100.0,-100.0,35,0,0,8,20,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,7.822265625,20.126953125
-100.0,-100.0,-100.0,35,0,0,10,20,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,9.755859375,20.126953125
-100.0,-100.0,-100.0,35,0,0,12,20,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,11.513671875,20.126953125
-100.0,-100.0,-100.0,35,0,0,14,20,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,13.53515625,20.126953125
0.1959231119677849,-0.2950814762132684,1.026033218861775,35,0,0,-14,15,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-14.150390625,15.1171875
0.27438790169894267,-0.3081511577407075,1.02379571429548,35,0,0,-12,15,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-12.216796875,15.1171875
0.3444434211455578,-0.3199838802052096,1.021853098315721,35,0,0,-10,15,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-10.01953125,15.205078125
0.4041548650598704,-0.3295604314886573,1.0201897654096723,35,0,0,-8,15,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-8.0859375,15.1171875
0.46463287510136275,-0.33987607965901606,1.018438953883876,35,0,0,-6,15,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-6.15234375,15.1171875
0.5298202702661816,-0.350720507841136,1.0165364294102563,35,0,0,-4,15,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-4.130859375,15.205078125
0.5890652465218368,-0.36047101276247806,1.015021812183452,35,0,0,-2,15,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-2.021484375,15.1171875
0.6537484351132123,-0.3706697950578603,1.0131844781813766,35,0,0,0,15,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-0.17578125,15.1171875
0.738501633551442,-0.3843001318608902,1.0105487061038343,35,0,0,2,15,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,1.7578125,15.1171875
0.8163292129895596,-0.39706894827292927,1.008527767432701,35,0,0,4,15,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,3.8671875,15.1171875
0.9050960530517165,-0.41160429661404996,1.0057961880079933,35,0,0,6,15,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,5.888671875,15.1171875
-100.0,-100.0,-100.0,35,0,0,8,15,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,7.822265625,15.1171875
-100.0,-100.0,-100.0,35,0,0,10,15,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,9.755859375,15.1171875
-100.0,-100.0,-100.0,35,0,0,12,15,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,11.513671875,15.1171875
-100.0,-100.0,-100.0,35,0,0,14,15,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,13.53515625,15.205078125
0.20179885023056998,-0.26772457551449874,1.0258189631211825,35,0,0,-14,10,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-14.150390625,10.1953125
0.27865143254364566,-0.2792731541275693,1.0237338043095703,35,0,0,-12,10,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-12.12890625,10.1953125
0.3488067151518398,-0.2898411607249918,1.0217240888026649,35,0,0,-10,10,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-10.107421875,10.1953125
0.4070899130411718,-0.2986118183238866,1.020090066445821,35,0,0,-8,10,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-8.173828125,10.1953125
0.47049793331574397,-0.3084304909553274,1.018193586786661,35,0,0,-6,10,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-6.15234375,10.1953125
0.537095601112404,-0.3185538503396845,1.0163830192862056,35,0,0,-4,10,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-4.130859375,10.1953125
0.5957282514956671,-0.327253467461114,1.0146716142821313,35,0,0,-2,10,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-2.109375,10.1953125
0.6589845031862454,-0.3364288952993469,1.01275974420414,35,0,0,0,10,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,-0.17578125,10.1953125
0.742622943986273,-0.3483893873220094,1.0105708206840347,35,0,0,2,10,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,1.7578125,10.1953125
0.8232983002453765,-0.3603503161476757,1.008262433618828,35,0,0,4,10,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,3.8671875,10.1953125
0.9099878847644038,-0.3730303176782571,1.0057257293596595,35,0,0,6,10,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,5.888671875,10.1953125
-100.0,-100.0,-100.0,35,0,0,8,10,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,7.822265625,10.1953125
-100.0,-100.0,-100.0,35,0,0,10,10,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,9.755859375,10.1953125
-100.0,-100.0,-100.0,35,0,0,12,10,32.607421875,0.615234375,-0.791015625,-0.087890625,0.087890625,11.513671875,10.1953125
