x_c,y_c,z_c,cmd_theta_lower_neck_pan,cmd_theta_lower_neck_tilt,cmd_theta_upper_neck_tilt,cmd_theta_left_eye,cmd_theta_tilt,state_theta_lower_neck_pan,state_theta_left_lower_neck_tilt,state_theta_right_lower_neck_tilt,state_theta_left_upper_neck_tilt,state_theta_right_upper_neck_tilt,state_theta_left_eye,state_theta_tilt
-0.4881271785719865,-0.34406231657973835,1.0430748010407642,-10,0,0,-14,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,-14.0625,20.126953125
-0.4064123609281811,-0.34171698370251213,1.0407947039440424,-10,0,0,-12,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,-12.041015625,20.126953125
-0.3436677612494845,-0.34030151350839505,1.038955950349082,-10,0,0,-10,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,-9.931640625,20.126953125
-0.28926346399703584,-0.33881765030322214,1.0374487846964267,-10,0,0,-8,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,-7.998046875,20.126953125
-0.23399767819452733,-0.3371605106333222,1.0357970748359113,-10,0,0,-6,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,-6.15234375,20.126953125
-0.1750427923785115,-0.33585139071749126,1.034154453271241,-10,0,0,-4,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,-4.04296875,20.126953125
-0.1216870240508392,-0.3346043061958895,1.032546779390972,-10,0,0,-2,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,-2.109375,20.126953125
-0.07507921485627977,-0.33325788997838623,1.0313101289690898,-10,0,0,0,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,-0.263671875,20.126953125
-0.013218760370946603,-0.33083609326952085,1.0293993908597985,-10,0,0,2,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,1.7578125,20.126953125
0.036429768775662175,-0.3296984598835892,1.0280020859115222,-10,0,0,4,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,3.69140625,20.126953125
0.09135939175877583,-0.3280722642363025,1.0264829552417734,-10,0,0,6,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,5.625,20.126953125
0.14744484990491658,-0.32644093671664137,1.0248851964042538,-10,0,0,8,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,7.646484375,20.126953125
0.2038534551291522,-0.3246916380417111,1.0231637191634206,-10,0,0,10,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,9.580078125,20.126953125
0.2533418694741476,-0.32356530937568223,1.021789433616905,-10,0,0,12,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,11.337890625,20.126953125
0.31736203359370674,-0.3211275609757515,1.0200101262800532,-10,0,0,14,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,13.447265625,20.126953125
-0.4869910922202021,-0.31462421687551445,1.0430066849230133,-10,0,0,-14,15,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,-14.0625,15.1171875
-0.40811511297794456,-0.3126138631646616,1.0409108280640014,-10,0,0,-12,15,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,-11.953125,15.205078125
