x_c,y_c,z_c,cmd_theta_lower_neck_pan,cmd_theta_lower_neck_tilt,cmd_theta_upper_neck_tilt,cmd_theta_right_eye,cmd_theta_tilt,state_theta_lower_neck_pan,state_theta_left_lower_neck_tilt,state_theta_right_lower_neck_tilt,state_theta_left_upper_neck_tilt,state_theta_right_upper_neck_tilt,state_theta_right_eye,state_theta_tilt
0.10889548395471871,-0.3169140678517293,1.0284592343595085,30,0,0,-14,20,27.861328125,0.615234375,-0.791015625,-0.087890625,0.087890625,-14.23828125,20.126953125
0.1830376612768564,-0.32743733597902547,1.0263198126443065,30,0,0,-12,20,27.861328125,0.615234375,-0.791015625,-0.087890625,0.087890625,-12.12890625,20.126953125
0.2510985505233345,-0.3378144682858792,1.0244466481271604,30,0,0,-10,20,27.861328125,0.615234375,-0.791015625,-0.087890625,0.087890625,-10.107421875,20.126953125
0.31057653293646836,-0.3469953484149798,1.022772710930938,30,0,0,-8,20,27.861328125,0.615234375,-0.791015625,-0.087890625,0.087890625,-8.173828125,20.126953125
0.36579260421503546,-0.356097870317763,1.0212246650084644,30,0,0,-6,20,27.861328125,0.615234375,-0.791015625,-0.087890625,0.087890625,-6.240234375,20.126953125
0.4305096781092824,-0.36672271933829637,1.0194763464380785,30,0,0,-4,20,27.861328125,0.615234375,-0.791015625,-0.087890625,0.087890625,-4.130859375,20.126953125
0.4859643491701191,-0.3749155542665949,1.017832914506091,30,0,0,-2,20,27.861328125,0.615234375,-0.791015625,-0.087890625,0.087890625,-2.021484375,20.126953125
0.5462180165790316,-0.38399805520038216,1.0161750711515092,30,0,0,0,20,27.861328125,0.615234375,-0.791015625,-0.087890625,0.087890625,-0.17578125,20.126953125
0.6263195972511515,-0.39633288613870843,1.0138433403110427,30,0,0,2,20,27.861328125,0.615234375,-0.791015625,-0.087890625,0.087890625,1.7578125,20.126953125
0.6978871791197887,-0.40743629756373734,1.0120053740061663,30,0,0,4,20,27.861328125,0.615234375,-0.791015625,-0.087890625,0.087890625,3.8671875,20.126953125
0.7748210230273657,-0.4187269482659088,1.0097848755287735,30,0,0,6,20,27.861328125,0.615234375,-0.791015625,-0.087890625,0.087890625,5.80078125,20.126953125
0.8617327822753297,-0.4320158000041295,1.0073409472625081,30,0,0,8,20,27.861328125,0.615234375,-0.791015625,-0.087890625,0.087890625,7.822265625,20.126953125
0.9527282938741296,-0.44586762940780184,1.0048679637842601,30,0,0,10,20,27.861328125,0.615234375,-0.791015625,-0.087890625,0.087890625,9.755859375,20.126953125
-100.0,-100.0,-100.0,30,0,0,12,20,27.861328125,0.615234375,-0.791015625,-0.087890625,0.087890625,11.513671875,20.126953125
-100.0,-100.0,-100.0,30,0,0,14,20,27.861328125,0.615234375,-0.791015625,-0.087890625,0.087890625,13.53515625,20.126953125
