x_c,y_c,z_c,cmd_theta_lower_neck_pan,cmd_theta_lower_neck_tilt,cmd_theta_upper_neck_tilt,cmd_theta_right_eye,cmd_theta_tilt,state_theta_lower_neck_pan,state_theta_left_lower_neck_tilt,state_theta_right_lower_neck_tilt,state_theta_left_upper_neck_tilt,state_theta_right_upper_neck_tilt,state_theta_right_eye,state_theta_tilt
-0.6357490835205439,-0.34396701294545695,1.047324069177556,-10,0,0,-14,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,-14.23828125,20.126953125
-0.5317475707118344,-0.34208860941549823,1.0443953807857376,-10,0,0,-12,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,-12.041015625,20.126953125
-0.4491616860033235,-0.3405650384333,1.0419871527319335,-10,0,0,-10,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,-10.107421875,20.126953125
-0.38250640385490287,-0.33937996996650865,1.040133220085342,-10,0,0,-8,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,-7.998046875,20.126953125
-0.3149886685851877,-0.33842005204357867,1.0381299557875332,-10,0,0,-6,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,-6.240234375,20.126953125
-0.2516087728883385,-0.33776868726371523,1.0363577371120218,-10,0,0,-4,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,-4.130859375,20.126953125
-0.19693584791995244,-0.33655622604958124,1.0347127208657383,-10,0,0,-2,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,-2.021484375,20.126953125
-0.1411372034451318,-0.33544365528972814,1.0332194675674398,-10,0,0,0,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,-0.087890625,20.126953125
-0.07485346850057784,-0.33374434610027515,1.0311621190118436,-10,0,0,2,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,1.7578125,20.126953125
-0.016893587699845836,-0.3329248327139005,1.0295236669222902,-10,0,0,4,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,3.8671875,20.126953125
0.04135293903214288,-0.332051402797866,1.0279123719688659,-10,0,0,6,20,-9.84375,0.703125,-0.703125,-0.087890625,0.087890625,5.80078125,20.126953125
